"FILENAME","SAMPLINGRATE","BIT","DURATION","CHANNELS","INDEX","MAX_FREQ","DB_THRESHOLD","FREQ_STEPS","LEFT_CHANNEL","RIGHT_CHANNEL","aru","site","FFT_W","MIN_FREQ","J"
"20210528_125000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210702_050000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484851,"NA ","aru01","cbma",NA,NA,NA
"20210702_051000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484874,"NA ","aru01","cbma",NA,NA,NA
"20210702_052000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484883,"NA ","aru01","cbma",NA,NA,NA
"20210702_053000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484906,"NA ","aru01","cbma",NA,NA,NA
"20210702_054000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484901,"NA ","aru01","cbma",NA,NA,NA
"20210702_055000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484906,"NA ","aru01","cbma",NA,NA,NA
"20210702_060000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484906,"NA ","aru01","cbma",NA,NA,NA
"20210702_061000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484895,"NA ","aru01","cbma",NA,NA,NA
"20210702_062000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484905,"NA ","aru01","cbma",NA,NA,NA
"20210702_063000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.47487,"NA ","aru01","cbma",NA,NA,NA
"20210702_064000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.480915,"NA ","aru01","cbma",NA,NA,NA
"20210702_065000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.483506,"NA ","aru01","cbma",NA,NA,NA
"20210702_070000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.483994,"NA ","aru01","cbma",NA,NA,NA
"20210702_071000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484796,"NA ","aru01","cbma",NA,NA,NA
"20210702_072000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484499,"NA ","aru01","cbma",NA,NA,NA
"20210702_073000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484782,"NA ","aru01","cbma",NA,NA,NA
"20210702_074000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484553,"NA ","aru01","cbma",NA,NA,NA
"20210702_075000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484905,"NA ","aru01","cbma",NA,NA,NA
"20210702_080000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484666,"NA ","aru01","cbma",NA,NA,NA
"20210702_081000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484904,"NA ","aru01","cbma",NA,NA,NA
"20210702_082000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.4849,"NA ","aru01","cbma",NA,NA,NA
"20210702_083000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484891,"NA ","aru01","cbma",NA,NA,NA
"20210702_084000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484889,"NA ","aru01","cbma",NA,NA,NA
"20210702_085000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484897,"NA ","aru01","cbma",NA,NA,NA
"20210702_090000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.4849,"NA ","aru01","cbma",NA,NA,NA
"20210702_091000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484902,"NA ","aru01","cbma",NA,NA,NA
"20210702_092000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484901,"NA ","aru01","cbma",NA,NA,NA
